A	a
ungepflückt	unpicked
unpilotiert	unpiloted
Kumohama	unpin
nicht angepinnt	unpinned
erbarmungslos	unpitying
unplatziert	unplaced
ungeplant	unplanned
unbepflanzt	unplanted
unspielbar	unplayable
ungepflügt	unplowed
ausstecken	unplugging
nicht angeschlossen	unplugged
uninstalliert	unplumbed
ungeschliffen	unpolished
unverschmutzt	unsoiled
unpopulär	unpopular
Unbeliebtheit	unpopularity
unbevölkert	unpopulated
Unvorhersehbarkeit	unpredictability
unvorbereitet	unwarned
Unvorbereitetheit	unpreparedness
unkonserviert	unpreserved
unprätentiös	unpretentiously
Anspruchslosigkeit	unpretentiousness
unvermeidbar	unpreventable
ungrundiert	unprimed
prinzipienlos	unprincipled
nicht druckbar	unprintable
unbedruckt	unprinted
unterpriviligiert	unprivileged
unproblematisch	unproblematic
unverarbeitet	unprocessed
unproduziert	unproduced
Unproduktivität	unproductiveness
Unprofessionalität	unprofessionalism
unrentabel	unviable
unausgesprochen	unstated
ungeschützt	unsheltered
unbewiesen	unproven
unpünktlich	unpunctually
unpunktiert	unpunctuated
unbestraft	unpunished
ungereinigt	unpurified
unqualifiziert	unqualified
ungelöscht	unquenched
fraglos	unquestioningly
nicht zitierfähig	unquotable
unquote	unquote
nicht zitiert	unquoted
nicht gefahren	unraced
ohne Rang	unranked
ohne Bewertung	unrated
entwirrt	untangled
sich entwirren	unraveling
ungelesen	unread
unfertig	unready
unwirklich	unreal
Unrealismus	unrealism
Unwirklichkeit	unreality
nicht realisierbar	unrealizable
unrealisiert	unrealized
Unvernunft	unreasonableness
unvernünftig	unreasoningly
nicht zurückgerufen	unrecalled
unempfänglich	unreceptive
nicht erwidert	unreciprocated
unerkannt	unrecognized
nicht wiederhergestellt	unrecovered
nicht eingelöst	unredeemed
abrollen	unrolling
nicht referenziert	unreferenced
unraffiniert	unrefined
unreflektiert	unreflectively
unreformiert	unreformed
ungekühlt	unrefrigerated
nicht registriert	unregistered
ohne Bedauern	unregretful
unreguliert	unregulated
ungeprobt	unrehearsed
unverstärkt	unreinforced
Unzuverlässigkeit	untrustworthiness
unentlastet	unrelieved
unreligiös	unreligious
reuelos	unrepentantly
unvermietet	unrented
unrepariert	unrepaired
unwiederholbar	unrepeatable
unwiederholt	unrepeated
nicht gemeldet	unreported
nicht repräsentativ	unrepresentative
nicht vertreten	unrepresented
nicht unterdrückt	unsuppressed
unerwidert	unrequited
vorbehaltlos	unreserved
Vorbehaltlosigkeit	unreservedness
widerstandslos	unresistingly
reagiert nicht	unresponsively
Zügellosigkeit	unrestraint
nicht im Ruhestand	unretired
nicht zurückgegeben	unreturned
nicht offenbart	unrevealed
nicht aufschlussreich	unrevealingly
nicht überprüfbar	unverifiable
unrevidiert	unrevised
unbelohnt	unrewarded
konkurrenzlos	unrivalled
ungeröstet	untoasted
abgerollt	unrolled
unromantisch	unromantically
nicht überdacht	unroofed
ungerundet	unrounded
widerspenstig	unruly
absatteln	unsaddling
abgesattelt	unsaddled
ungesichert	unsecured
ungesagt	unsaid
ungesalzen	unsalted
unrettbar	unsalvageable
ungeheiligt	unsanctified
Nicht sanktioniert	unsanctioned
nicht zufrieden	unsatisfied
ungesättigt	unsaturated
nicht gespeichert	unsaved
ohne Narben	unscarred
parfümfrei	unscented
außerplanmäßig	unscheduled
ungeschult	unschooled
entschlüsseln	unscrambling
entschlüsselt	unscrambled
unzerkratzt	unscratched
ungeschirmt	unshielded
abschrauben	unscrewing
abgeschraubt	unscrewed
improvisiert	unscripted
skrupellos	unscrupulously
Skrupellosigkeit	unscrupulousness
entsiegelt	unsealed
entsiegeln	unsealing
undurchsuchbar	unsearchable
Unerforschlichkeit	unsearchableness
ungesucht	unsought
ungewürzt	unseasoned
abgesetzt	unseated
nicht seetüchtig	unseaworthy
Unsicher	unsecure
ungesehen	unsown
nicht ausgewählt	unselected
unselektiv	unselective
nicht gesendet	unsent
unsentimental	unsentimentally
unserious	unserious
unbrauchbar	unusable
nicht gesetzt	unset
verunsichern	unsettle
ungeschlechtlich	unsexed
unerschüttert	unshaken
ungeschärft	unsharpened
unrasiert	unshaven
aus der Scheide ziehen	unsheathe
entblößt	unsheathed
aus der Hülle ziehen	unsheathing
ausgeliefert	unshipped
unverzagt	unshrinking
Unansehnlichkeit	unsightliness
unansehnlich	unsightly
ohne Vorzeichen	unsigned
unsinkbar	unsinkable
ungelernt	untutored
ohne zu lächeln	unsmilingly
unglatt	unsmooth
ungeglättet	unsmoothed
entschnappt	unsnapped
Ungeselligkeit	unsociability
ungesellig	unsociably
unverkauft	unsold
unsortiert	unsorted
schonungslos	unsparingly
unsagbar	unspeakably
unspezialisiert	unspecialized
nicht spezifiziert	unspecified
unspektakulär	unspectacularly
nicht ausgegeben	unspent
unspirituell	unspiritual
nicht gesponsert	unsponsored
unsportlich	unsportsmanlike
instabil	unstably
ungestempelt	unstamped
unsterile	unsterile
unsterilisiert	unsterilized
ungestelzt	unstilted
unstipuliert	unstipulated
ungerührt	unstirred
auftrennen	unstitch
ungenäht	unstitched
Auftrennen	unstitching
nicht zu stoppen	unstoppable
unstring	unstring
unstrukturiert	unstructured
unstrung	unstrung
ungestudiert	unstudied
unstylish	unstylish
abgemeldet	unsubscribed
Abmelden	unsubscribing
nicht subventioniert	unsubsidized
unsubtil	unsubtly
Erfolglosigkeit	unsuccessfulness
Ungeeignetheit	unsuitableness
unsung	unsung
nicht geliefert	unsupplied
nicht erträglich	unsupportable
nicht unterstützt	unsupported
unübertrefflich	unsurpassable
nicht überraschend	unsurprising
unvermutet	unsuspected
nicht suspendiert	unsuspended
unverdächtig	unsuspicious
unbeeinflussbar	unswayable
ungesüßt	unsweetened
unbeirrbar	unswervingly
unsymmetrisch	unsymmetrical
unsynchronisiert	unsynchronized
untaktvoll	untactful
ohne Tag	untagged
nicht genommen	untaken
unbegabt	untalented
Untamal	untamable
ungezähmt	untamed
ungelehrt	untaught
unversteuert	untaxed
nicht im Fernsehen übertragen	untelevised
ungetestet	untested
Unthangpiul	unthankful
ungetaut	unthawed
ausfädeln	unthread
ohne Gewinde	unthreaded
ungefährdet	unthreatened
unbedrohlich	unthreatening
unsparsam	unthrifty
ohne Zeitangabe	untimed
unzeitgemäß	untimely
ohne Titel	untitled
unerzählt	untold
unantastbar	untouchably
nicht verfolgt	untracked
nicht handelbar	untradeable
nicht gehandelt	untraded
untraditionell	untraditional
untrainiert	untrained
untransformiert	untransformed
unübersetzbar	untranslatable
ungereist	untraveled
unbehandelbar	untreatable
unversucht	untried
unwahr	untruthfully
unseriös	untrustworthy
Unwahrheit	untruthfulness
ungedreht	unturned
entflochten	untwined
aufdrehen	untwist
aufgedreht	untwisted
Aufdrehen	untwisting
ungebraucht	unused
unsäglich	unutterably
ungeimpft	unvaccinated
unlackiert	unvarnished
enthüllen	unveil
Enthüllung	unveiling
nicht entlüftet	unvented
unbelüftet	unventilated
unversiert	unversed
unbesucht	unvisited
unlauter	unvocal
unkriegerisch	unwarlike
unachtsam	unwary
ungewaschen	unwashed
entweben	unweave
unwillkommen	unwelcoming
nicht wohl	unwell
Unhandlichkeit	unwieldiness
unhandlich	unwieldy
Unwilligkeit	unwillingness
nicht gewinnbar	unwinnable
entdrahten	unwire
unverkabelt	unwired
ungewollt	unwished
nicht umsetzbar	unworkable
weltfremd	unworldly
ungetragen	unworn
unbesorgt	unworriedly
Unwürdigkeit	unworthiness
unverwundet	unwounded
ungewebt	unwoven
faltenfrei	wrinkleless
ungeschrieben	unwritten
Unnachgiebigkeit	unyieldingness
entpacken	unzip
upchuck	upchuck
bevorstehende	upcoming
landeinwärts	upcountry
aktualisieren	update
Aufwind	updraft
auf den Kopf stellen	upend
im Voraus	upfront
bergauf	upslope
Polster	upholstery
Instandhaltung	upkeep
emporgehoben	uplifted
hochladen	upload
auf	upon
Großbuchstaben	uppercase
Oberschüler	upperclassman
Aufwärtshaken	uppercut
Oberteile	uppers
Rechtschaffenheit	uprightness
Pfosten	uprights
flussaufwärts	upriver
entwurzeln	uproot
entwurzelt	uprooted
gehoben	upscale
Vorteile	upsides
nach oben	upwards
Emporkömmling	upstart
im Hinterland	upstate
stromaufwärts	upstream
Aufschwung	upturn
Uptempo	uptempo
verklemmt	uptight
uptown	uptown
Uran	uranium
urban	urbane
urbaneness	urbaneness
Urbanismus	urbanism
Urbanisierung	urbanization
urbanisieren	urbanize
Bengel	urchin
Urethan	urethane
Harnröhre	urethra
Dringlichkeit	urgency
drängen	urging
Urinal	urinal
Urinanalyse	urinalysis
Urin-	urinary
urinieren	urinate
Urinieren	urination
Urin	urine
Urne	urn
urologische	urological
Urologe	urologist
Urologie	urology
uns	us
Benutzerfreundlichkeit	usability
verwendbar	utilizable
Verwendung	usage
verwenden	use
gebraucht	used
Nützlichkeit	usefulness
Nutzlosigkeit	uselessness
Benutzer	user
Benutzergruppe	usergroup
Nutzername	username
Gewöhnlichkeit	usualness
usurpieren	usurping
Utensil	utensil
Gebärmutter-	uterine
Gebärmutter	uterus
utilitaristisch	utilitarian
Utilitarismus	utilitarianism
Dienstprogramm	utility
Nutzung	utilization
nutzen	utilize
Utopie	utopia
utopisch	utopian
Utopismus	utopianism
Äußerung	utterance
freie Stelle	vacancy
räumen	vacate
impfen	vaccinate
Impfstoff	vaccine
Schwanken	vacillation
Vakuum	vacuum
Vagabund	vagabond
Vagina	vagina
vaginal	vaginal
Landstreicherei	vagrancy
vagabundierend	vagrantly
vage	vaguely
Vagheit	vagueness
Eitelkeit	vanity
Volant	valance
Jahrgangsbester	valedictorian
Valentinstag	valentine
Kammerdiener	valet
gültig	valid
Validierung	validation
Gültigkeit	validness
Valium	valium
Wert	worth
Wertsachen	valuables
wertlos	worthlessly
Vamp	vamp
vampiert	vamped
Vampir	vampire
Vampirismus	vampirism
Vandalismus	vandalism
Sie haben	vane
Vanille	vanilla
verschwindend	vanishingly
besiegen	vanquishing
vapidly	vapidly
verdampfbar	vaporizable
Verdampfung	vaporization
Variabilität	variableness
Variable	variable
variabel	variably
Varianz	variance
Variante	variant
Variation	variation
Krampfadern-	varicose
verschieden	various
lackiert	varnished
Lackierer	varnisher
Uni	varsity
variierend	varying
vaskulär	vascular
Vase	vase
Vasektomie	vasectomy
MwSt	vat
Kalbfleisch	veal
abbiegen	veer
vegan	vegan
Vegetarier	vegetarian
vegetieren	vegetate
Vegetation	vegetation
vegetativ	vegetative
Vegetarisch	veggie
vehement	vehemently
Fahrzeug	vehicle
Fahrzeug-	vehicular
Schleier	veil
verschleiert	veiled
Vene	vein
geädert	veined
Klettverschluss	velcro
Samt	velvet
Samtigkeit	velvetiness
samtig	velvety
Vendetta	vendetta
Verkaufsautomaten	vending
Verkaufsautomat	vendingmachine
Furnier	veneer
Furnieren	veneering
Ehrwürdigkeit	venerability
ehrwürdig	venerable
Verehrung	worship
venezianisch	venetian
Rachsucht	vindictiveness
Wild	venison
Giftigkeit	venomousness
entlüften	vent
lüften	ventilating
Ventilator	ventilator
Ventrikel	ventricle
ventrikulär	ventricular
Bauchrednerei	ventriloquism
Bauchredner	ventriloquist
Venturer	venturer
Veranstaltungsort	venue
Venus	venus
Verb	verb
verbal	verbally
Verbalisierung	verbalization
Wortschatz	vocabulary
Überprüfung	verification
Verifizierer	verifier
verifizieren	verify
wahrlich	veritable
Ungeziefer	vermin
verminous	verminous
Wermut	wormwood
vielseitig	versatile
Vielseitigkeit	versatility
Vers	verse
versiert	versed
Wirbeltiere	vertebrata
Wirbeltier	vertebrate
Vertikale	vertical
vertikal	vertically
Vertikalität	verticalness
Eckpunkte	vertices
Weste	waistcoat
Vestibül	vestibule
Spur	vestige
Vesting	vesting
Tierarzt	veterinarian
Veteran	veteran
Veterinärmedizin	veterinary
Lebensfähigkeit	viability
lebensfähig	viable
Phiole	vial
Vibes	vibes
vibrieren	vibrate
vibrierend	vibrating
Vibration	vibration
Vibrator	vibrator
stellvertretend	vicariously
Stellvertretung	vicariousness
Vize	vice
Vizekönig	viceroy
Opferrolle	victimhood
Viktimisierung	victimization
opferlos	victimless
Sieger	victor
siegreich	victoriously
Sieg	victory
Video	video
Videokassetten	videocassette
Videokonferenz	videoconference
Videospiel	videogame
Video Telefon	videophone
Videoband	videotape
ansehen	viewing
blicklos	viewless
Bürgerwehr	vigilante
wachsam	watchfully
Vignette	vignette
solch	vile
Niedertracht	vileness
Dorfbewohner	villager
Vinaigrette	vinaigrette
Ranke	vine
Essig	vinegar
essigig	vinegary
Weingut	winery
Jahrgang	vintage
Vinyl	vinyl
Viola	viola
gewalttätig	violent
Violinist	violinist
Geigenbauer	violinmaker
Geigenbau	violinmaking
Viper	viper
Viperfisch	viperfish
viral	viral
Jungfrau	virgin
Jungfräulichkeit	virginity
virtuell	virtually
Tugend	virtue
Virtuosität	virtuosity
tugendhaft	virtuously
Tugendhaftigkeit	virtuousness
virulent	virulently
Visa	visa
viszeral	viscerally
Viskosität	viscosity
viskos	viscous
zähflüssig	viscously
schraubstockartig	viselike
Sichtweite	visibility
Vision	vision
visionär	visionary
visionslos	visionless
besuchen	visit
Heimsuchung	visitation
Besuch	visiting
Besucher	visitor
Visier	visor
visuell	visual
Visualisierung	visualization
visualisieren	visualize
Visualisierer	visualizer
lebenswichtig	vitally
Vitalismus	vitalism
Vitalität	vitality
vitalisierend	vitalizing
Vitalwerte	vitals
Vitamin	vitamin
Vitamine	vitamins
Lebhaftigkeit	vivaciousness
Vokal	vowel
Vokalismus	vocalism
Vokalisierung	vocalization
stimmlich	vocally
Wodka	vodka
geäußert	voiced
stimmlos	voicelessly
Voicemail	voicemail
Voice-over	voiceover
Stimme	voicing
Volatilität	volatility
vulkanisch	volcanically
Vulkan	volcano
Vulkanologe	volcanologist
Wille	will
Volley	volley
Volleyball	volleying
Volt	volt
Volumen	volume
Bände	volumes
volumetrisch	volumetric
freiwillig	voluntary
Freiwilligkeit	voluntarism
Freiwilliger	volunteer
Freiwilligenarbeit	volunteerism
Wollust	voluptuousness
sich erbrechen	vomiter
Erbrechen	vomiting
Voodoo	voodoo
Gefräßigkeit	voraciousness
bürgen	vouch
Gutschein	voucher
Gelübde	vow
gelobt	vowed
Voyeur	voyeur
Voyeurismus	voyeurism
voyeuristisch	voyeuristic
vulgär	vulgar
Vulgarismus	vulgarism
Vulgarität	vulgarity
Vulgarisierung	vulgarization
vulgarisieren	vulgarize
vulgarisierend	vulgarizer
Verletzlichkeit	vulnerability
verletzlich	vulnerably
Geier	vulture
Vulva	vulva
Watte	wadding
watscheln	waddling
waten	wading
Watvogel	wader
Wafer	wafer
Waffel	waffle
wehen	waft
Lohn	waged
Wette	wager
wettender	wagerer
wetten	wagering
Löhne	wages
Lohnarbeiter	wageworker
jammer	wailer
Warten	wait
Kellner	waitperson
warten	waiting
Warteliste	waitlist
Kellnerin	waitress
aufwachen	waking
erwacht	wakes
Rundgang	walkabout
Gehhilfe	walker
Walkman	walkman
hinausgehen	walkout
Walkover	walkover
Komplettlösung	walkthrough
Walkup	walkup
Wand	wall
ummauert	walled
Geldbörse	wallet
Mauerblümchen	wallflower
prügeln	walloping
Suhle	wallow
Walmart	walmart
Nussbaum	walnut
Walross	walrus
Walzer	waltz
wand	wand
wandern	wandering
wanderer	wanderer
welche	which
ließ nach	waned
Möchtegern	wannabe
wollen	wilt
mutwillig	wanton
war	were
Station	ward
gelagert	warehoused
Krieg	war
Sprengkopf	warhead
Schlachtross	warhorse
Hexenmeister	warlock
Kriegsherren	warlord
warm	warmish
erwärmt	warmed
Wärmer	warmer
warmherzig	warmhearted
Erwärmen	warming
Wärme	warmth
Kriegshetzer	warmonger
warnen	warn
Warnung	warning
Kriegspfad	warpath
verziehen	warping
Kampfflugzeug	warplane
Gewährleistung	warrant
garantierbar	warrantable
garantiert	warranted
ohne Gewähr	warrantless
Krieger	warrior
Kriegsschiff	warship
wart	wart
Warzenschwein	warthog
Kriegszeit	wartime
Wasabi	wasabi
waschbar	washable
Waschbrett	washboard
gewaschen	washed
Waschfrau	washwoman
Waschhaus	washhouse
Waschen	washing
Waschmaschine	washingmachine
Auswaschung	washout
Waschraum	washroom
Waschtisch	washstand
Waschzuber	washtub
Wespe	wasp
Papierkorb	wastebasket
verschwendet	wasted
Altpapier	wastepaper
anschaubar	watchable
Uhrenarmband	watchband
Uhrengehäuse	watchcase
Wachhund	watchdog
schaute	watched
Aufpassen	watching
Wachturm	watchtower
Wasser	water
Wasserbett	waterbed
Wasservogel	waterbird
Aquarell	watercolor
Aquarellist	watercolorist
Brunnenkresse	watercress
bewässert	watered
Wasserfall	waterfall
Wasserfinder	waterfinder
Wasserloch	waterhole
Wasserigkeit	wateriness
Gießkanne	wateringcan
wässrig	watery
wasserlos	waterless
Wasserlosigkeit	waterlessness
Wasserlinie	waterline
Staunässe	waterlog
Wasserzeichen	watermark
mit Wasserzeichen versehen	watermarked
Wassermelone	watermelon
Wassermühle	watermill
Wasser Polo	waterpolo
wasserdicht	watertight
Wasserlandschaft	waterscape
Wasserski	waterskiing
Wasserweg	waterway
Wassergras	waterweed
Wasserrad	waterwheel
Wasserwerk	waterworks
Watt	watt
Wattzahl	wattage
winkte	waved
Wellenform	waveform
er wachte auf	wavelike
wanken	waver
winken	waving
gewachst	waxed
Wachsen	waxing
Wachsfigur	waxwork
wachsartig	waxy
unterwegs	wayfaring
Wegpunkt	waypoint
Wege	ways
schwächen	weaken
Schwächung	weakening
entwöhnen	wean
Waffe	weapon
waffenlos	weaponless
müder	wearier
Wetter	weather
Wetterglas	weatherglass
Verwitterung	weathering
Wetterfrosch	weatherman
wetterfest	weathertight
Wetterfahne	weathervane
verwittert	weatherworn
gewebt	weaved
Weber	weaver
Weberei	weaving
vernetzt	webbed
webbrowser	webbrowser
webby	webby
Webcam	webcam
Webcast	webcast
Webcasting	webcasting
webdesign	webdesign
Web-Entwickler	webdeveloper
Webfuß	webfoot
Weblog	weblog
Webmanager	webmanager
Webmaster	webmaster
Website	webpage
webserver	webserver
Webseite	website
Keil	wedge
verkeilen	wedging
Mittwoch	wednesday
Unkraut	weeds
gejätet	weeded
unkrautig	weedy
Woche	week
Wochenende	weekend
Weekender	weekender
wochenlang	weeklong
Wochentag	weeknight
weinen	weep
Weiner	weeper
weint	weeps
wiegen	weigh
gewogen	weighed
gewichtet	weighted
gewichtig	weighty
Gewichtigkeit	weightiness
Gewichtung	weighting
schwerelos	weightlessly
Schwerelosigkeit	weightlessness
Gewichtheber	weightlifter
Gewichtheben	weightlifting
Willkommen	welcomer
Begrüßung	welcoming
herzlich willkommen	welcomingly
Schweißen	welding
Schweißer	welder
Wohlfahrt	welfare
Wohlbefinden	wellbeing
gut erzogen	wellmannered
Wellness	wellness
welt	welt
rahmengenäht	welted
Keder	welting
ging	went
weinte	wept
Werwolf	werewolf
Westen	west
Richtung Westen	westbound
Westküste	westcoast
Western	western
Westler	westerner
verwestlichen	westernize
am westlichsten	westernmost
westwärts	westwards
nass	wetly
Wetback	wetback
Feuchtgebiet	wetland
Nässe	wetness
Neoprenanzug	wetsuit
wetter	wetter
Benetzung	wetting
Whacker	whacker
Wal	whale
Walboot	whaleboat
Fischbein	whalebone
Walfänger	whaler
Walfang	whaling
Wham	wham
Whammy	whammy
